Victor
Smirnov
e7302a803b16771aadf2fa464b31ca6f
[24.4.2023 | 21:20:16] {"type":"cmd","data":"run"}
,[24.4.2023 | 21:20:29] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:30] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:30] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:30] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:30] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:30] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:30] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:30] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:30] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:30] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:30] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:31] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:31] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:31] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:31] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:31] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:31] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:31] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:31] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:31] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:31] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:32] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:32] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:32] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:32] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:32] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:32] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:32] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:32] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:32] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:32] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:33] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:33] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:33] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:33] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:33] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:33] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:33] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:33] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:33] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:33] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:34] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:34] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:34] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":4352,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:34] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:34] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:34] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:34] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:34] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":17272,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:34] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:34] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:35] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:35] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:35] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:35] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:35] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:35] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:35] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:35] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:35] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:35] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:36] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:36] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:36] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32888,"gpioe":5392,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:36] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32888,"gpioe":5392,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:36] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32888,"gpioe":5392,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:36] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32888,"gpioe":5392,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:36] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32888,"gpioe":5392,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:36] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32888,"gpioe":5392,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:36] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:36] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:37] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:37] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:37] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:37] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:37] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:37] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:37] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5376,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:37] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32880,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:37] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:37] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:38] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:38] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:38] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:38] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:38] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:38] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:38] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32864,"gpioe":5120,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:38] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:38] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:39] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:39] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:39] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:39] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:39] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:39] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:39] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32832,"gpioe":4096,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:39] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:39] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:39] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:40] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:40] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:40] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:40] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:40] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:40] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:40] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:40] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:40] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:40] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:41] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:41] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:41] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:41] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:41] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:41] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:41] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:41] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":0,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:41] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:41] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:42] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:42] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:42] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:42] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:42] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:42] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
,[24.4.2023 | 21:20:42] {"client-id":"458139a0-f182-4a80-8b9a-a4501db3f42f","gpioa":0,"gpiob":0,"gpioc":32768,"gpiod":32768,"gpioe":0,"modeltime":0,"type":"gpio"}
